game_number,team_team_id,team_goals,team_pim,team_shots,team_powerPlayPercentage,team_powerPlayGoals,team_powerPlayOpportunities,team_faceOffWinPercentage,team_blocked,team_takeaways,team_giveaways,team_hits,team_SV_Pct,team_SH_Pct,team_CF_Pct,team_win,is_home_team,home_victory
2019020511,22.0,3.1,9.6,29.15,34.21,1.0,2.95,48.325,15.35,8.65,11.2,21.85,0.8885430123500001,0.10525800789999999,0.48167391805,0.45,1,False
2019020523,22.0,3.05,9.2,29.6,36.71,1.05,2.95,48.37500000000001,14.9,8.85,11.9,21.65,0.8846658411,0.1030379307,0.4909936459,0.4,0,False
2019020537,22.0,3.05,9.2,29.6,37.545,1.1,3.15,47.775000000000006,15.35,8.6,11.65,21.05,0.88948726965,0.1030379307,0.48361885230000007,0.45,0,True
2019020551,22.0,3.0,9.4,29.7,35.88,1.05,3.2,48.27000000000001,14.95,8.1,11.0,20.85,0.8937362815500002,0.10148564315,0.4775710528,0.45,1,False
2019020561,22.0,2.9,9.2,29.5,34.215,1.0,3.15,47.57000000000001,15.05,8.05,11.5,21.5,0.8857362815500002,0.0988070717,0.48651127955000006,0.4,1,True
2019020579,22.0,2.8,9.05,29.25,32.715,0.95,3.2,48.005,15.35,7.9,11.7,22.1,0.8829973538500001,0.09682196004999999,0.4861135523000001,0.4,0,True
2019020590,22.0,2.75,8.45,29.5,35.215,1.0,3.2,47.739999999999995,15.45,7.65,11.3,21.15,0.8894417983,0.0940202359,0.48430490504999996,0.4,1,False
2019020623,22.0,2.5,7.8,29.55,31.880000000000006,0.8,3.0,47.785,15.4,7.65,11.5,21.35,0.8844075852,0.08503008814999999,0.49226430674999994,0.35,1,True
2019020628,22.0,2.65,7.9,29.4,32.715,0.9,3.15,47.834999999999994,16.0,7.65,12.25,20.95,0.8837762720499999,0.0891477352,0.48970356179999996,0.4,0,True
2019020641,22.0,2.5,7.9,29.3,30.214999999999996,0.85,3.1,49.14999999999999,15.5,7.4,12.25,20.8,0.88086418415,0.08423074925,0.49202802169999993,0.35,0,False
2019020659,22.0,2.65,7.1,29.3,30.214999999999996,0.85,3.1,49.474999999999994,15.4,7.6,12.5,21.2,0.8878086286000002,0.08830767235,0.48679656959999995,0.4,0,False
2019020679,22.0,2.75,7.6,29.5,29.55,0.85,3.2,49.07999999999999,15.05,7.45,13.2,21.05,0.8859567767500002,0.09042748800000001,0.48629100845,0.4,0,False
2019020700,22.0,2.8,7.6,28.95,27.05,0.85,3.25,49.205,15.05,7.4,13.4,21.15,0.88825407405,0.09237343395000001,0.48281706305,0.4,0,True
2019020723,22.0,2.9,6.85,29.55,27.05,0.85,3.25,49.699999999999996,14.8,7.55,13.75,21.1,0.8861934680000001,0.09456093395000001,0.4878094464,0.4,1,True
2019020745,22.0,3.0,6.85,29.65,29.55,0.95,3.3,49.08999999999999,15.1,7.75,13.45,21.05,0.88964741535,0.09606631030000001,0.48755209345000006,0.45,1,True
2019020778,22.0,3.2,7.05,29.6,25.8,0.9,3.4,49.14999999999999,14.65,8.15,13.55,21.4,0.8877724153500001,0.10224762899999999,0.48705606170000004,0.45,1,False
2019020790,22.0,3.25,7.55,30.0,26.335,0.9,3.25,49.04499999999999,14.8,8.5,14.25,22.25,0.8924152724999999,0.10281323984999999,0.4877077471000001,0.45,1,True
2019020803,22.0,3.35,7.65,30.75,23.0,0.8,3.15,49.69499999999999,15.1,8.8,14.25,22.4,0.8906791614000001,0.10222500454999998,0.4920925917500001,0.45,0,False
2019020824,22.0,3.65,9.6,31.8,23.0,0.8,3.15,48.489999999999995,14.75,8.65,13.6,22.3,0.89172811245,0.10681684129999999,0.4986418393500001,0.5,0,True
2019020837,22.0,3.5,9.1,31.5,22.0,0.75,3.05,49.144999999999996,14.85,8.35,12.95,22.45,0.8972569586000001,0.10265017465,0.4973232316000001,0.5,1,False
2019020851,22.0,3.4,9.15,31.4,19.5,0.7,3.0,49.580000000000005,15.1,8.55,13.45,22.8,0.8991180008,0.09991312675,0.4969989072999999,0.5,1,True
2019020875,22.0,3.5,9.45,31.35,19.5,0.75,3.1,50.11000000000001,15.8,8.45,13.6,22.65,0.9005084346500002,0.10272844205000001,0.4956263583,0.55,1,True
2019020882,22.0,3.65,9.45,31.5,22.0,0.8,2.95,50.55500000000001,15.35,8.7,13.6,23.05,0.8982784695000001,0.10582368014999999,0.4938760848,0.55,0,True
2019020898,22.0,3.65,8.95,31.2,22.0,0.8,2.85,50.21500000000002,15.2,8.85,13.5,24.15,0.89777341895,0.10610145789999999,0.4945224624,0.55,0,False
2019020908,22.0,3.75,9.55,31.25,22.0,0.8,2.8,50.06000000000002,15.45,8.8,13.0,23.1,0.9043028307000001,0.10623373304999999,0.48741150395000005,0.6,0,False
2019020929,22.0,3.75,9.6,31.15,22.665,0.8,2.7,49.50500000000002,14.9,8.8,12.3,22.7,0.9052333517500001,0.1068747587,0.48440254104999986,0.6,1,False
2019020946,22.0,3.7,9.75,31.15,21.0,0.8,2.9,50.40500000000001,14.85,8.95,12.9,23.15,0.9078477308499998,0.1051506208,0.48211668529999996,0.6,1,False
2019020966,22.0,3.8,9.85,31.0,21.0,0.8,2.9,50.790000000000006,14.75,8.95,12.6,22.85,0.9106490890999999,0.1091957136,0.47338130520000005,0.6,0,False
2019020980,22.0,3.65,9.85,31.0,21.0,0.7,2.7,50.835,14.15,8.45,11.8,22.8,0.9138770205999999,0.10419571359999999,0.47804100065000005,0.6,0,True
2019020982,22.0,3.7,9.95,31.25,22.665,0.75,2.8,50.64,14.25,8.45,11.8,22.65,0.9101224418499999,0.1051795099,0.4818650138000001,0.6,0,True
2019021009,22.0,3.5,9.95,31.4,22.665,0.75,2.85,50.245,14.3,8.4,11.5,22.1,0.9069658761999999,0.0991795099,0.48485475049999993,0.55,1,True
2019021018,22.0,3.35,9.65,30.75,26.665,0.8,2.7,50.67999999999999,14.6,8.6,11.7,21.8,0.91008240735,0.09742626315000001,0.4783209742,0.55,0,False
2019021026,22.0,3.55,9.65,31.2,29.165,0.8,2.65,50.385000000000005,14.7,8.75,11.4,21.5,0.9077851100500001,0.1028548346,0.47925337515,0.55,0,False
2019021040,22.0,3.5,9.55,30.95,31.165,0.9,2.85,49.995000000000005,14.9,8.3,11.45,21.45,0.9126829254000001,0.10187103830000002,0.47783195915,0.6,0,True
2019021058,22.0,3.45,9.45,30.55,28.665,0.8,2.7,50.0,14.8,8.15,11.3,22.1,0.9093563125000002,0.10328232860000001,0.47514288354999995,0.55,1,True
2019021068,22.0,3.3,9.35,30.4,27.415,0.75,2.55,49.980000000000004,14.6,7.8,11.6,22.75,0.9132693560000001,0.0982656062,0.4657911911,0.55,1,False
2019021080,22.0,3.25,8.75,29.9,26.165,0.7,2.35,50.33,14.75,7.9,11.3,23.3,0.91550149885,0.09802050814999999,0.45567883155000005,0.55,1,False
